PERSON_ID,PERSON_TYPE,CRASH_DATE,CITY,ZIPCODE,SEX,AGE,AIRBAG_DEPLOYED,INJURY_CLASSIFICATION,HOSPITAL,DRIVER_ACTION,Hour,Day,WeekDay,Month
O1386421,2,7/26/2022 16:55,CHICAGO,60632,F,50,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,16,26,1,7
O1387507,2,7/26/2022 17:01,CHICAGO,60630,M,58,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,17,26,1,7
O1386575,2,7/26/2022 17:05,CHICAGO,60644,M,29,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,UNK,IMPROPER BACKING,17,26,1,7
O1386545,2,7/26/2022 17:26,CHICAGO,60617,M,66,DID NOT DEPLOY,FATAL,UNIVERSITY OF ILLINOIS CHICAGO,OTHER,17,26,1,7
O1386501,2,7/26/2022 17:56,CHICAGO,60605,M,54,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,17,26,1,7
O1386502,2,7/26/2022 17:56,CHICAGO,60652,M,62,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,17,26,1,7
O1386522,2,7/26/2022 18:00,CHICAGO,60651,F,33,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",REFUSED / DECLINED,FAILED TO YIELD,18,26,1,7
O1386506,2,7/26/2022 18:00,CHICAGO,60707,M,29,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED / DECLINED,NONE,18,26,1,7
O1386532,2,7/26/2022 18:04,CHICAGO,60620,M,21,"DEPLOYED, COMBINATION","REPORTED, NOT EVIDENT",ST BERNARD HOSPITAL,DISREGARDED CONTROL DEVICES,18,26,1,7
O1386568,2,7/26/2022 18:27,CHICAGO,60618,M,31,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED MEDICAL ATTENTION,OTHER,18,26,1,7
O1386711,2,7/26/2022 18:30,CHICAGO,60628,M,44,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,UNKNOWN,18,26,1,7
O1386585,2,7/26/2022 20:47,CHICAGO,60621,M,58,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,UNKNOWN,20,26,1,7
O1386606,2,7/26/2022 21:58,CHICAGO,60619,F,28,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",DECLINED EMS ON SCENE,DISREGARDED CONTROL DEVICES,21,26,1,7
O1386607,2,7/26/2022 21:58,CHICAGO,60630,M,32,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,NONE,21,26,1,7
O1386653,2,7/26/2022 23:00,CHICAGO,60628,M,24,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,NORTHWESTERN,OVERCORRECTED,23,26,1,7
O1386668,2,7/27/2022 0:42,CHICAGO,60659,F,41,"DEPLOYED, SIDE",NO INDICATION OF INJURY,REFUSED,NONE,0,27,2,7
O1386681,2,7/27/2022 4:03,CHICAGO,60629,F,34,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,HOLY CROSS,UNKNOWN,4,27,2,7
O1387370,2,7/27/2022 7:02,CHICAGO,60637,F,31,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,ST BERNARD HOSPITAL,NONE,7,27,2,7
O1386776,2,7/27/2022 7:47,CHICAGO,60605,M,21,NOT APPLICABLE,"REPORTED, NOT EVIDENT",NORTHWESTERN HOSPITAL,TOO FAST FOR CONDITIONS,7,27,2,7
O1386824,2,7/27/2022 9:25,CHICAGO,60639,M,49,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,TOO FAST FOR CONDITIONS,9,27,2,7
O1386825,2,7/27/2022 9:25,CHICAGO,60619,F,30,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",INSIGHT HOSPITAL,NONE,9,27,2,7
O1386839,2,7/27/2022 9:25,CHICAGO,60660,M,64,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,9,27,2,7
O1389100,2,7/27/2022 11:00,CHICAGO,60641,M,62,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",COMMUNITY FIRST HOSPITAL,OTHER,11,27,2,7
O1386866,2,7/27/2022 11:31,CHICAGO,60615,M,76,NOT APPLICABLE,NONINCAPACITATING INJURY,U OF C,NONE,11,27,2,7
O1387588,2,7/27/2022 11:40,CHICAGO,60651,F,35,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,11,27,2,7
O1387589,2,7/27/2022 11:40,CHICAGO,60707,M,30,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,11,27,2,7
O1386953,2,7/27/2022 14:35,CHICAGO,60616,F,58,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER BACKING,14,27,2,7
O1387011,2,7/27/2022 14:56,CHICAGO,60608,M,26,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,14,27,2,7
O1387012,2,7/27/2022 14:56,CHICAGO,60630,F,24,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,NONE,14,27,2,7
O1387060,2,7/27/2022 15:20,CHICAGO,60638,M,53,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,15,27,2,7
O1387061,2,7/27/2022 15:20,CHICAGO,60632,M,29,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,27,2,7
O1387062,2,7/27/2022 15:20,CHICAGO,60638,F,39,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,27,2,7
O1387072,2,7/27/2022 16:40,CHICAGO,60641,F,30,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS,FAILED TO YIELD,16,27,2,7
O1387073,2,7/27/2022 16:40,CHICAGO,60624,M,72,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS,UNKNOWN,16,27,2,7
O1387181,2,7/27/2022 16:40,CHICAGO,60659,F,35,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,SWEDISH,UNKNOWN,16,27,2,7
O1387111,2,7/27/2022 16:53,CHICAGO,60618,M,20,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED EMS,NONE,16,27,2,7
O1387101,2,7/27/2022 16:58,CHICAGO,60659,F,30,NOT APPLICABLE,NONINCAPACITATING INJURY,SWEDISH,DISREGARDED CONTROL DEVICES,16,27,2,7
O1387102,2,7/27/2022 16:58,CHICAGO,60626,F,37,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,SWEDISH,NONE,16,27,2,7
O1387146,2,7/27/2022 17:30,CHICAGO,60659,M,28,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",WILL TAKE SELF TO HOSPITAL,OTHER,17,27,2,7
O1387235,2,7/27/2022 18:31,CHICAGO,60640,M,37,DID NOT DEPLOY,NONINCAPACITATING INJURY,NORTHWESTERN HOSPITAL,NONE,18,27,2,7
O1387199,2,7/27/2022 18:50,CHICAGO,60625,F,40,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,18,27,2,7
O1387200,2,7/27/2022 18:50,CHICAGO,60618,F,37,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,18,27,2,7
O1387697,2,7/27/2022 19:20,CHICAGO,60621,F,25,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,19,27,2,7
O1392197,2,7/27/2022 19:45,CHICAGO,60660,F,23,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,TRINITY HOSPITAL,UNKNOWN,19,27,2,7
O1392198,2,7/27/2022 19:45,CHICAGO,60628,F,33,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,COMMUNITY,UNKNOWN,19,27,2,7
O1387266,2,7/27/2022 20:27,CHICAGO,60628,F,40,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",MERCY,FAILED TO YIELD,20,27,2,7
O1387298,2,7/27/2022 20:55,CHICAGO,60622,M,53,NOT APPLICABLE,NONINCAPACITATING INJURY,HUMBOLDT PARK HEALTH,NONE,20,27,2,7
O1387336,2,7/27/2022 22:07,CHICAGO,60660,M,26,"DEPLOYED, FRONT","REPORTED, NOT EVIDENT",NORTHWESTERN,NONE,22,27,2,7
O1387345,2,7/27/2022 22:49,CHICAGO,60620,M,19,"DEPLOYED, FRONT","REPORTED, NOT EVIDENT",HOLY CROSS HOSPITAL,OVERCORRECTED,22,27,2,7
O1387324,2,7/27/2022 23:27,CHICAGO,60607,F,43,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,INSIGHT HOSPITAL,NONE,23,27,2,7
O1387354,2,7/28/2022 1:34,CHICAGO,60624,F,27,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,1,28,3,7
O1387584,2,7/28/2022 2:00,CHICAGO,60652,F,62,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,2,28,3,7
O1387367,2,7/28/2022 2:44,CHICAGO,60634,F,16,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,NORWEGIAN HOSPITAL,FOLLOWED TOO CLOSELY,2,28,3,7
O1387409,2,7/28/2022 5:54,CHICAGO,60628,F,51,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,UNIVERSITY OF CHICAGO,IMPROPER TURN,5,28,3,7
O1387387,2,7/28/2022 7:36,CHICAGO,60634,F,34,NOT APPLICABLE,INCAPACITATING INJURY,ILLINOIS MASONIC,UNKNOWN,7,28,3,7
O1387434,2,7/28/2022 8:09,CHICAGO,60609,M,30,DID NOT DEPLOY,NONINCAPACITATING INJURY,STROGER,FAILED TO YIELD,8,28,3,7
O1387471,2,7/28/2022 9:20,CHICAGO,60638,M,49,NOT APPLICABLE,"REPORTED, NOT EVIDENT",REFUSED,FAILED TO YIELD,9,28,3,7
O1387472,2,7/28/2022 9:20,CHICAGO,60609,F,43,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,9,28,3,7
O1387458,2,7/28/2022 9:40,CHICAGO,60620,M,61,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,IMPROPER LANE CHANGE,9,28,3,7
O1387526,2,7/28/2022 10:15,CHICAGO,60646,M,64,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,10,28,3,7
O1387527,2,7/28/2022 10:15,CHICAGO,60626,M,20,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST FRANCIS,NONE,10,28,3,7
O1387536,2,7/28/2022 11:30,CHICAGO,60638,M,57,DEPLOYMENT UNKNOWN,"REPORTED, NOT EVIDENT",WEST SUBURBAN HOSPITAL,NONE,11,28,3,7
O1391328,2,7/28/2022 11:35,CHICAGO,60827,F,33,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ROSELAND COMMUNITY HOSPITAL,UNKNOWN,11,28,3,7
O1387531,2,7/28/2022 12:00,CHICAGO,60611,M,83,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,UNKNOWN,12,28,3,7
O1387619,2,7/28/2022 12:51,CHICAGO,60628,M,64,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,12,28,3,7
O1387586,2,7/28/2022 12:53,CHICAGO,60636,F,38,DID NOT DEPLOY,NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,12,28,3,7
O1387626,2,7/28/2022 14:24,CHICAGO,60620,F,51,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,FOLLOWED TOO CLOSELY,14,28,3,7
O1387730,2,7/28/2022 14:26,CHICAGO,60707,F,65,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,14,28,3,7
O1387648,2,7/28/2022 14:40,CHICAGO,60643,F,56,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,14,28,3,7
O1387712,2,7/28/2022 14:43,CHICAGO,60628,M,48,NOT APPLICABLE,INCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,14,28,3,7
O1387791,2,7/28/2022 15:21,CHICAGO,60619,M,58,DEPLOYMENT UNKNOWN,"REPORTED, NOT EVIDENT",JACKSON PARK,NONE,15,28,3,7
O1387867,2,7/28/2022 15:35,CHICAGO,60623,F,26,NOT APPLICABLE,NO INDICATION OF INJURY,NOT ANY,OTHER,15,28,3,7
O1387698,2,7/28/2022 15:58,CHICAGO,60660,M,75,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED,NONE,15,28,3,7
O1387709,2,7/28/2022 16:00,CHICAGO,60616,M,57,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,16,28,3,7
O1387767,2,7/28/2022 16:25,CHICAGO,60612,F,24,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,ST. MARY'S,NONE,16,28,3,7
O1387841,2,7/28/2022 17:01,CHICAGO,60827,F,56,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,ST BERNARD,UNKNOWN,17,28,3,7
O1387808,2,7/28/2022 17:21,CHICAGO,60641,F,25,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",WEST SUBURBAN,NONE,17,28,3,7
O1387946,2,7/28/2022 17:30,CHICAGO,60632,M,46,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,17,28,3,7
O1387915,2,7/28/2022 17:40,CHICAGO,60639,M,44,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,17,28,3,7
O1387849,2,7/28/2022 18:30,CHICAGO,60608,F,17,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,18,28,3,7
O1389921,2,7/28/2022 18:40,CHICAGO,60651,M,56,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,18,28,3,7
O1387959,2,7/28/2022 18:49,CHICAGO,60652,F,22,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,LITTLE COMPANY MARY,FAILED TO YIELD,18,28,3,7
O1387960,2,7/28/2022 18:49,CHICAGO,60629,M,19,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,HOLY CROSS,UNKNOWN,18,28,3,7
O1387997,2,7/28/2022 20:20,CHICAGO,60624,M,54,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,MT SIANI,NONE,20,28,3,7
O1388103,2,7/29/2022 3:09,CHICAGO,60628,M,26,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,COMMUNITY FIRST,OTHER,3,29,4,7
O1388106,2,7/29/2022 5:47,CHICAGO,60639,M,73,"DEPLOYED, FRONT",INCAPACITATING INJURY,MASONIC,OTHER,5,29,4,7
O1388201,2,7/29/2022 8:50,CHICAGO,60628,F,56,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,8,29,4,7
O1388167,2,7/29/2022 8:55,CHICAGO,60641,F,19,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,8,29,4,7
O1388168,2,7/29/2022 8:55,CHICAGO,60639,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,8,29,4,7
O1388239,2,7/29/2022 10:07,CHICAGO,60612,F,22,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",STROGER,FAILED TO YIELD,10,29,4,7
O1388864,2,7/29/2022 10:24,CHICAGO,60632,M,53,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,10,29,4,7
O1388252,2,7/29/2022 11:20,CHICAGO,60632,M,31,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,11,29,4,7
O1388265,2,7/29/2022 11:45,CHICAGO,60639,M,30,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,UNKNOWN,11,29,4,7
O1388445,2,7/29/2022 12:35,CHICAGO,60638,F,28,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,12,29,4,7
O1388446,2,7/29/2022 12:35,CHICAGO,60638,M,71,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,12,29,4,7
O1388299,2,7/29/2022 12:50,CHICAGO,60632,F,44,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,MACNEAL,UNKNOWN,12,29,4,7
O1388292,2,7/29/2022 13:15,CHICAGO,60619,M,67,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,13,29,4,7
O1388296,2,7/29/2022 13:21,CHICAGO,60623,F,28,DID NOT DEPLOY,INCAPACITATING INJURY,MT SINAI,FAILED TO YIELD,13,29,4,7
O1388439,2,7/29/2022 13:35,CHICAGO,60623,M,17,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,MT. SINAI,FAILED TO YIELD,13,29,4,7
O1388356,2,7/29/2022 13:58,CHICAGO,60623,F,48,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,13,29,4,7
O1388357,2,7/29/2022 13:58,CHICAGO,60628,F,60,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,13,29,4,7
O1388386,2,7/29/2022 14:30,CHICAGO,60632,F,18,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,DISREGARDED CONTROL DEVICES,14,29,4,7
O1388387,2,7/29/2022 14:30,CHICAGO,60629,M,51,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,NONE,14,29,4,7
O1388432,2,7/29/2022 14:40,CHICAGO,60642,F,40,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,REFUSED,NONE,14,29,4,7
O1388405,2,7/29/2022 15:05,CHICAGO,60619,F,31,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,UNKNOWN,15,29,4,7
O1388406,2,7/29/2022 15:05,CHICAGO,60621,M,34,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,29,4,7
O1388421,2,7/29/2022 15:10,CHICAGO,60629,F,61,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,15,29,4,7
O1388453,2,7/29/2022 16:40,CHICAGO,60638,M,25,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,FAILED TO YIELD,16,29,4,7
O1388454,2,7/29/2022 16:40,CHICAGO,60609,F,41,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,FAILED TO YIELD,16,29,4,7
O1388520,2,7/29/2022 17:00,CHICAGO,60617,M,56,DID NOT DEPLOY,NONINCAPACITATING INJURY,SOUTH SHORE,NONE,17,29,4,7
O1388909,2,7/29/2022 17:30,CHICAGO,60629,F,40,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,17,29,4,7
O1388583,2,7/29/2022 17:30,CHICAGO,60651,M,32,DID NOT DEPLOY,NONINCAPACITATING INJURY,WEST SUBAURBAN,OTHER,17,29,4,7
O1388548,2,7/29/2022 17:35,CHICAGO,60629,M,29,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,FAILED TO YIELD,17,29,4,7
O1388584,2,7/29/2022 17:51,CHICAGO,60612,F,30,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",REFUSED,IMPROPER LANE CHANGE,17,29,4,7
O1388585,2,7/29/2022 17:51,CHICAGO,60644,M,44,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",REFUSED,NONE,17,29,4,7
O1388729,2,7/29/2022 18:50,CHICAGO,60647,M,33,NOT APPLICABLE,NONINCAPACITATING INJURY,ILLINOIS MASONIC MEDICAL CENTER,NONE,18,29,4,7
O1390608,2,7/29/2022 18:50,CHICAGO,60623,F,32,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,NONE,18,29,4,7
O1388624,2,7/29/2022 19:00,CHICAGO,60631,M,26,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,19,29,4,7
O1388634,2,7/29/2022 19:22,CHICAGO,60643,M,16,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,UNIVERSITY OF CHICAGO,UNKNOWN,19,29,4,7
O1388692,2,7/29/2022 19:32,CHICAGO,60647,F,33,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,LURIES,UNKNOWN,19,29,4,7
O1388689,2,7/29/2022 19:50,CHICAGO,60647,M,41,"DEPLOYED, FRONT",NO INDICATION OF INJURY,MOUNT SINAI HOSPITAL,IMPROPER TURN,19,29,4,7
O1388662,2,7/29/2022 19:54,CHICAGO,60641,M,56,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,FOLLOWED TOO CLOSELY,19,29,4,7
O1388672,2,7/29/2022 20:00,CHICAGO,60613,F,27,NOT APPLICABLE,NO INDICATION OF INJURY,NONE,NONE,20,29,4,7
O1388706,2,7/29/2022 20:45,CHICAGO,60634,M,63,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",COMMUNITY FIRST,UNKNOWN,20,29,4,7
O1389412,2,7/29/2022 21:00,CHICAGO,60639,M,69,DID NOT DEPLOY,NO INDICATION OF INJURY,LITTLE COMPANY OF MARY,OTHER,21,29,4,7
O1389413,2,7/29/2022 21:00,CHICAGO,60628,M,36,NOT APPLICABLE,FATAL,ADVOCATE CHRIST MEDICAL CENTER,UNKNOWN,21,29,4,7
O1388735,2,7/29/2022 21:45,CHICAGO,60652,M,30,NOT APPLICABLE,NONINCAPACITATING INJURY,MT SINIAI,UNKNOWN,21,29,4,7
O1388736,2,7/29/2022 21:45,CHICAGO,60624,M,57,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,21,29,4,7
O1388753,2,7/29/2022 22:00,CHICAGO,60612,F,40,DID NOT DEPLOY,NONINCAPACITATING INJURY,NORTHWESTERN,NONE,22,29,4,7
O1388782,2,7/29/2022 22:03,CHICAGO,60649,F,51,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,22,29,4,7
O1388761,2,7/29/2022 22:15,CHICAGO,60638,F,30,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,ADVOCATE CHRIST,UNKNOWN,22,29,4,7
O1388731,2,7/29/2022 22:40,CHICAGO,60632,M,21,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED EMS,NONE,22,29,4,7
O1388732,2,7/29/2022 22:40,CHICAGO,60629,M,73,NOT APPLICABLE,NONINCAPACITATING INJURY,REFUSED AT THE MOMENT,NONE,22,29,4,7
O1388743,2,7/29/2022 23:10,CHICAGO,60632,M,35,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,23,29,4,7
O1388744,2,7/29/2022 23:10,CHICAGO,60617,M,29,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",NORTH WESTERN,NONE,23,29,4,7
O1388745,2,7/29/2022 23:10,CHICAGO,60608,M,61,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,23,29,4,7
O1388833,2,7/30/2022 0:35,CHICAGO,60620,F,58,"DEPLOYED, COMBINATION","REPORTED, NOT EVIDENT",UNIVERSITY OF CHICAGO,NONE,0,30,5,7
O1388792,2,7/30/2022 0:48,CHICAGO,60622,M,43,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,MT. SINAI HOSPITAL,OTHER,0,30,5,7
O1388795,2,7/30/2022 1:16,CHICAGO,60629,M,30,"DEPLOYED, FRONT",NO INDICATION OF INJURY,HOLY CROSS,TOO FAST FOR CONDITIONS,1,30,5,7
O1388778,2,7/30/2022 1:25,CHICAGO,60659,M,56,NOT APPLICABLE,NONINCAPACITATING INJURY,MT. SINAI,NONE,1,30,5,7
O1388852,2,7/30/2022 1:32,CHICAGO,60637,F,28,"DEPLOYED, FRONT",NO INDICATION OF INJURY,ST. MARY'S,OTHER,1,30,5,7
O1388827,2,7/30/2022 2:54,CHICAGO,60626,F,26,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,2,30,5,7
O1388828,2,7/30/2022 2:54,CHICAGO,60645,M,48,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,2,30,5,7
O1388836,2,7/30/2022 2:54,CHICAGO,60624,M,21,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST. ANTHONY'S HOSPITAL,UNKNOWN,2,30,5,7
O1388843,2,7/30/2022 3:48,CHICAGO,60651,M,32,"DEPLOYED, FRONT",INCAPACITATING INJURY,MOUNT SINAI HOSPITAL,NONE,3,30,5,7
O1388856,2,7/30/2022 4:20,CHICAGO,60610,F,30,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,MOUNT SINAI,UNKNOWN,4,30,5,7
O1388846,2,7/30/2022 4:36,CHICAGO,60626,M,27,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,4,30,5,7
O1388896,2,7/30/2022 7:50,CHICAGO,60619,M,65,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,UNKNOWN,7,30,5,7
O1388912,2,7/30/2022 8:05,CHICAGO,60644,M,32,NOT APPLICABLE,NONINCAPACITATING INJURY,LORETTO,FOLLOWED TOO CLOSELY,8,30,5,7
O1388943,2,7/30/2022 9:01,CHICAGO,60649,M,38,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,9,30,5,7
O1388944,2,7/30/2022 9:01,CHICAGO,60653,F,33,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,9,30,5,7
O1389166,2,7/30/2022 9:40,CHICAGO,60649,F,35,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,COMER CHILDREN / U OF C,NONE,9,30,5,7
O1388972,2,7/30/2022 10:00,CHICAGO,60634,M,28,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,10,30,5,7
O1388973,2,7/30/2022 10:00,CHICAGO,60634,M,49,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,10,30,5,7
O1389038,2,7/30/2022 10:40,CHICAGO,60402,M,28,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,NONE,10,30,5,7
O1389024,2,7/30/2022 11:02,CHICAGO,60629,M,20,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,UNKNOWN,11,30,5,7
O1389013,2,7/30/2022 11:09,CHICAGO,60624,M,17,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,11,30,5,7
O1389014,2,7/30/2022 11:09,CHICAGO,60610,F,63,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,11,30,5,7
O1389019,2,7/30/2022 11:14,CHICAGO,60651,M,57,NOT APPLICABLE,NONINCAPACITATING INJURY,WEST SUBURBAN HOSPITAL,UNKNOWN,11,30,5,7
O1389073,2,7/30/2022 11:32,CHICAGO,60707,M,63,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,MT SINAI,OTHER,11,30,5,7
O1389031,2,7/30/2022 11:50,CHICAGO,60642,M,67,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,RUSH,NONE,11,30,5,7
O1389030,2,7/30/2022 11:50,CHICAGO,60610,F,47,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,11,30,5,7
O1389040,2,7/30/2022 12:30,CHICAGO,60625,F,33,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,12,30,5,7
O1391500,2,7/30/2022 12:40,CHICAGO,60614,M,77,DID NOT DEPLOY,NO INDICATION OF INJURY,UOFC,OTHER,12,30,5,7
O1389151,2,7/30/2022 14:14,CHICAGO,60660,M,76,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,SWEDISH COVENANT,UNKNOWN,14,30,5,7
